label,text
0,"If all of you ex's are psychotic nut jobs... Congratulations, you have good dick my friend"
0,RT @_Mistayyyy: im this asshole. 😎 https://t.co/PsG5VG4pZF
1,"Bitches had me spending a night in jail, bitch you finna spend a night in the hospital on Lzzzzzzzz 😂😂💯💯💯💯💯💯"
0,Shoutout to Rihanna for writing my theme song 'Sex With Me'
0,"I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for 'inappropriate snaps' Does that make me sexist?"
0,@MooroLLM @preccy_3 Thought I'd got away with it 👀 I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR
1,"@Cobratate God I hate that dumb cunt with her shitty music and feminism™, meanwhile her country is the rape capital of Europe"
0,Prince think he slick AF... He got everyone out here fooled https://t.co/ZBbCxSWKVq
0,"yet another reminder that sexism is alive and well everywhere i am, & any woman who stands up for herself is automatically a bitch or a cunt"
0,@marcusgaius @GentlemensExpo @LisaNani25 Was I imagining the flap over 'hysterical' because it connected women towa… https://t.co/JEQeX026KK
1,"Girls are not human beings, they're objects"
1,You are a major Prick! No woman should ever be made to feel scared like that. But fuck you... you didn't ruin my day! Cunt!
0,"If you say 'bae' to me, I assume you're talking about my Big Ass Erection cause I'm not 12 and that word is dumb"
0,Me trying to make it through life https://t.co/3KciOBMgLZ
0,When she knows just what to get you for Father's Day... https://t.co/tCBhkfCkT9
1,"All girls are hoes, you just gotta know how to bring the whore out of them"
1,@WoobieTuesday Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i… https://t.co/Q8o119r6QS
0,Thank you #Pac12AfterDark #MTN8Final #BMFConference2017 Johann van Graan chile con la ram https://t.co/tsegV7s8pD
1,#sexworkersagainstfeminism are invited to join the #blog . End #feminism today! http://t.co/6n4V9kBtya
1,You're dating such a douche bag omg. I just wanna punch YOU in the face for being so stupid. Not even him. #WomenSuck
1,"@abzdafab Dear cunt, please shut the fuck up."
1,I have never once met a woman whose mouth wasn't totally full of BULLSHIT. Stupid bitches!!
1,"@femfreq Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD."
1,@BetteMidler Hateful bully bitch you are
1,@lloyd_frombriz @olgaNYC1211 @GOP @realDonaldTrump This ugly bitch has a mistress? Women are stupid.
0,When it goes from 'you gotta wear a condom' to 'just don't cum in me' https://t.co/tA6EvK1vSF
0,When someone spends money copyrighting their shitty memes that no one would steal if you asked them to https://t.co/uVtSZMzp7G
1,Says man who suggested an actress reported an historic rape to gain more work - you're a fully paid up cunt - https://t.co/ia9wKnM5Tm
0,It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.
0,@DRUDGE_REPORT Better vetting is all we asked for but the left went hysterical like a little girl in Barbie doll factory.
0,When you're high AF trying to figure out where your life went horribly wrong https://t.co/U0t7nZ6IX5
0,Steven Spielberg Is A Stupid Bitch https://t.co/odu76y2Rfz #richardspenceruf #usnavy #timemagazine #feminismiscancer #socialism #bieber #cpc
1,Dear white girls: Regardless of how much black dick you’ve had in your mouth you don’t get a pass to freely say “nigga.” Ever. Lol.
0,"@MDuette I'm truly sorry. I'm sure you'll hear the 'not all men' line, which probably doesn't mean much to you or a… https://t.co/o6AJkACoMV"
1,"Bitch no, you gone stay your ass here i missed you https://t.co/awHfU2bYjM"
0,You left me in the dark for some bitch that had a kid while you were in the pin but yet you still chose that dry cunt over your son how sad.
0,"Would you dare be the girl that gets added and removed on snap by a lad with a girlfriend everytime they have an argument, nah skank"
1,"@SportsCenter air time for men =24 hours, women =0 hours. #yesallmen"
0,"I'm confident cause I've earned the right to be, don't confuse that with arrogance"
0,When he promised you he was gonna 'fuck the shit out of you' but can't even make it to round two. https://t.co/jE6bWfYiPP
1,Bitch had the NERVE to leave the fucking box in the mail room you fucking cunt bitch fuck
0,A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?
0,@lutajobe @43a6f0ce5dac4ea nets you a Amount of Gold and other Metals which is dependant on their Mud Hole.
0,"People that hate on you that you've done nothing to and don't know you are just jealous of you... Embrace it, you're doing something right"
1,why whore when you could cookie?
0,I'm guessing the last guy she trusted gave her herpes... https://t.co/ll446hj6by
0,When you gotta hit the block at 8 but gotta chop a tree down at 6 https://t.co/5Lv3SiQMdh
1,"I like boobs as much as the next guy, but usually what they are attached to are nagging menstruating fucks! #WomenSuck"
0,It sounds so ugly to hear a female talk about another female claiming she’s a “slut or whore” like bitch it ain’t yo pussy why u worried for
0,How to Pronounce Audi Cunt ↺RT❤ https://t.co/diDAUHfGeH #slit #box #muff #clit #Audi #slut #gash #puss #twat #AudiCunt #a
1,"Stop sweatin these hoes... Vaginas are like doors, when one closes, several more open up"
0,@realDonaldTrump has never had a woman accuse him of any inappropriate behavior. But Slick Willie has been accused of rape by several women.
0,If I can get your mouth pregnant I'm down https://t.co/WUi8LydEFm
1,Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM
0,Should be able to get it back 😘 https://t.co/pa2lJI4atX
0,Bored with your home? Pimp it up. Add some spice #Laminate Cutter D-I-Y. Easier than you think (USA/Canada &; UK) https://t.co/CH7Ljn3ABh
1,"@sassybarbara12 @SheriffClarke @FoxNews @FoxBusiness @BreitbartNews Hell, this stupid bitch @Sexytranny1 said I wasn't even black, but a white person in blackface just because I said the NA isn't racist."
0,not jacking off to hentai mind you my cock been dead for days but busy reading!
0,Pro Tip- Gray board shorts show a dick print just as good as gray sweats
1,Glad not all men are like that and sad some women are like this... https://t.co/dwvsks2KnK
0,"I don’t know one woman who has not experienced harassment, the gamut from demeaning comments all the way to rape. #WomenWhoRoar #MeToo"
0,I want to be a cum slut cock whore and get as much cock and cum as I can
0,Please stop labeling women “hysterical” “crazy” “mad” we are full of rage and grief.
0,People- why are you so fucking mean Me- https://t.co/eDZNbplDu4
0,"@SirLoinDeBoeuf Not all men. You are all driven by the same lusts women are, some just persue those lusts differently 😏"
0,"@FanboyDoctorWho @TrilbeeReviews And there you go again, ignoring the point. You’re so worried about “not all men”… https://t.co/dRDnFGbb7m"
0,@Scouse_ma 😭😭😭 you ain't shit
1,Anything that bleeds for a week and doesn't die is a monster #WomenSuck
1,the ONLY good thing a woman ever did was my mom farting me out of her disgusting front butt|
1,Every convo ever w/ an #MRA: 'men are pigs.' 'WTF MEN R NOT PIGS U FUGLY FEMENAZI CUNT IMA CUT UR HEAD OFF N FUCK UR NECK HOLE 4 SAYIN THAT'
1,An angry woman standing up4 human rights is 2 difficult to be worth loving. Men love pretty slave dolls who keep their mouth shut or on dick
1,If that bitch goin let her keep goin goin till dat hoe gone like home run
0,@bryn_adams well if feminists make up stats all the time can't a guy? Double standard yet again. https://t.co/9iyx8w6OFW
0,"If your man has an android, you're allowed to cheat on him"
1,RT @ShitMyPants11: Only a fraction of women are crazy. That fraction is 100/100.
0,"Eat, bite, fuck, suck, nibble, gobble, chew! Finger-fuck hair pie, dick cunt screw! Hurray! Bat fuck! Blow me! #Syria❀"
1,@anne_theriault @hels Shut up cunt bitch whore
0,Sub or not all men are weak & stupid for me be useful and keep fetching my clips @ https://t.co/bQ2h7877nr… https://t.co/xHYKoHgHyN
1,Turns out that you don't need to eat pineapple if you're busting down her throat... She'll never taste it
0,When you're practicing being homeless https://t.co/94SErg1C7n
1,@xWildKitty @iball @Maxxllovesya @Twitch Or stop being a whore on twitch you rat
0,@betterpakistan @ImranKhanPTI Hoe your dreams also return to you as nightmare
0,"Good morning, I have news to break to the ' not all men ' folks. I am sorry to disappoint you but men( including your MCM) are trash"
1,so my Chloe don't want to see me win she unfollowed because I made a post i HIT 100 FOLLOWERS and then she unfollowed me bitch fuck u whore
0,@deBeauxOs1 I cannot imagine any woman who does not have a sexual assualt or rape or both even more than once. Sad… https://t.co/aPsW4URJNa
0,Sarah Brooke Vs Carmen Skank Pussy Bitch https://t.co/c6Ngr8YvxB #SEXFIGHT via @c4supdates https://t.co/tU5TWzNaAA
0,"Happy halloween! Hope everyone lives up to their full hoe potential tonight! I believe in you, you bust ass super skanks 💓🎃"
1,When your girls actin a fool so you let your side bitch listen https://t.co/6Kd08AQCe1
0,I ain't even know there was 2 fat Kardashians till today... https://t.co/eSyLQ7u90I
1,If you have to ask why #WomenSuck you're obviously a woman.... And you suck.... #subtweet
0,@jackie__20 At least you got to go hoe
0,"@ptshrikant @UPGovt Excellent. May almighty ram give lot of power all of you to construct ram mandir,break 370 in j&;k, crush islamic agenda and amend constitut"
1,"Twinkle twinkle little slut, you've got just what this BITCH wants!  you & will have lots of fun, you'll kiss my neck & lick My bum! #findom"
1,"tbh , NOT ALL men are trash/shit . Just because y’all fucking around with the wrong ones , you don’t get to call the whole race shit."
1,"I'm just sitting on the train, have a hard dick and would like to wank a horny girl on the big tits 💦💦💦💦💦💦💦💦💦💦💦"
0,I was watching a fight on Facebook that was edited and the one bitch got hit so many times they said “combo whore” 💀
1,@saima55016154 Come on box I show you my cock darling
0,@gahshina I just realized I used whore instead of cunt oh how the tables have turned
0,RT @D_cumms1: I'm not just legs and a wallet #YesAllMen http://t.co/wTXE4oAL5O
0,Do not announce your not all men argument when I tell you that in the 16th century anything a woman did without the OK of her husband...
1,What do you call a women that has a brain? Pregnant with a baby boy.
1,sometimes your girlfriend gets kidnapped by a bird and her bitch
1,I hate this British woman of letters bitch
1,Females be thinking they Pussy fire cuz u say fuck under yo breath first of all I forgot I had a whole bitch😂😂
1,Why do girls  have to post slutty facebook pictures along with lyrics to a terrible top 40 song? Cuz #WomenSuck
0,@queensoverbitch 😭😭😭😭😭
0,RT @crystalllllllxo: 😂😂😂 https://t.co/JFjCo32qQd
1,fuck shit cunt bastard whore wanker
1,"So a woman shouldn't be questioned if you does a 'Bobbitt"" on him in his sleep! Women are stupid to let ANY man bea… https://t.co/hv7BcGXVvU"
0,When you get caught stealing lemonade https://t.co/XQpYVHd6m2
1,Your ass is red My belt is blue Bend over bitch I ain't through with you #PoetsDay
0,Here’s what I WON’T do: demean another woman for the way she dresses. Slut/whore/skank are not part of my vocabulary.
0,Men who feel the need to Not All Men women who speak out about harassment are not qualified to represent women.
1,your girlfriend lookin at me like a groupie in this bitch!
0,"@mrpford @Lisa_Wilkinson True, many women think Karl is a dick and Lisa is fantastic"
0,"@GuyVerhofstadt You really are a daft kunt, Verhofstadt. It's called democracy, a concept you are unfamiliar with in the EU"
0,Only I could get kicked out of a club for just being
0,@murdermain1 I dont think us women will ever be ok with anyone calling us a bitch.. lmao no matter how you mean it
0,British actress becomes fifth woman to accuse of rape... https://t.co/K3Et2iI7xU
1,"Your nose ring looks like a fucking booger. It's not cute, it's trashy #WomenSuck"
0,MEC Panyaza Lesufi will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil. https://t.co/eegsJulxTv
1,"@DrPhil you mean she still has morals after what we put her through? Let's rape her, give her herpes and call her a fame whore to everyone!"
1,"@wutangela then you bitch m complain when you get them haha stop being a little bitch and just accept what you are, you filthy whore 😎"
1,@ThePatriot143 Dirty smelly cunt slut whores. Hope your old man rots in a cell.
0,I was called a slut and whore on the bus b/c I didn't reciprocate a boys feelings for me #MeToo
0,"Sometimes you just gotta throw a mutha fucka at another mutha fucka, to let a mutha fucka know who's boss https://t.co/OWHz16p1m1"
0,@TemplarKTI @Ellie71026368 They are trying to rape that young girl and they rome around like animals fucking wankers
1,I'll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt
1,"As long as I live, I will be a Masculine Male with balls. There won't make 'women' or 'eunuchs' out of us..."
0,"@LiamSeaward8 @_KramerPeter Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that?"
0,When you're livin life on the edge but safety always comes first... 🌚 https://t.co/kgEPF6z6oD
1,@yungjeune @mr_bones_rides @TheFoxEmoji And if you think some whore blowing a guy to get a part in a movie is rape?… https://t.co/apy1wTav0u
1,Where are white women allies when a black woman is called a whore? https://t.co/pgfwrQfUFK via @blackvoices Where are we going as a society?
0,"Ho, ho, ho It's magic, you know Never believe it's not so It's magic, you know Never believe, it's not so https://t.co/kCixV8u2eE"
1,@_amanda_lol @inlistalex Ok bitch stfu now get over it suck a dick ride a dick choke on a dick and die
1,I am PROUD to be an #MRA. If stupid feminists can complain I should be able to complain just as loud. It's only fair.#
1,@AquabornR oh but they do. Then they go around and bitch how all women are stupid golddiggers because they went to… https://t.co/ufFyJTpATk
0,Not All Men Cheat. Good morning to all the good Men out there... You guys are the real MVPs
1,"@DeeSmokingGas I care , fuck that stupid bitch who quoted this saying nobody cares"
1,Me: h- Lana Del Dey: I’m a dragon you’re a whore bitch
0,"@RageGearProps Um excuse you I am a twank, a twink and a skank"
1,@femfreq Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker
0,"If you don't have haters you're doing somethin wrong... I got haters, stalkers and people that just plain don't like me... Luh u hoes"
1,"You ain't a real bitch unless you suckin dick , stfu"
0,"@allengbrown @Alyssa_Milano A police officer calling a woman you don't agree with a 'cunt'? Nice, then again civili… https://t.co/qz2AMNxKVR"
1,Tell us how big a #Slut you are and we tell the world! https://t.co/DYAsLFxr6q
0,When you come in the house @ 3 &amp; it’s a problem 😂😂 FSE Shut Up Hoe &amp; GTB
1,How many guys have you given your number so they would call you maybe? #Whore #WomenSuck
1,Me trying to flirt- You have really nice eyebrows... I'd like to cum on them to see if they wash off
0,@griederk @atensnut Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.
1,@balleralert Cobra didn’t do anything. Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didn’t want a slut!
0,@KristianJosephs Do you know how traumatizing rape is?
1,We better not ever have a woman president @WomenSuckk
0,I think it's clear who the best choice for president is.... Michael fucking Phelps
0,"'I understand your pain but not all men are like this' First of all, you just centered yourself into MY trauma THAT YOU DONT UNDERSTAND"
1,dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT
0,"I either laugh or turn into a complete psychopath when I'm mad, either way, no one is safe"
1,@KoiyaThePerv bitch ass hoe🙄
0,"@KTTunstall @broadcastscot Actually, yes I do. The cunt is the vagina. All women have one. It is a beautiful, wonde… https://t.co/F6EDYgX3nF"
0,Teenage whore by hole is my fav song rn! So relatable... I miss my mall slut phase
1,Darlington Rape Verdict: Attacker with hatred of women who described England as a 'bitch country' https://t.co/NgZi7Swttv
0,What really happens when you send her a dick pic https://t.co/1Hf2qIpTG4
1,"@AngelaRoss1 @WSJ No room for anyone illegal. Color or wealth is not the criteria, you stupid bitch."
0,"“I think we need to have a little talk, woman to skank.” Jeaniene Frost#iloveparanormalromance"
0,@terroristavcisi @PressTV Go back to your hole you fucking roach.
0,RT @themeredith: That awkward moment when you're on a date and 'Daddy YFB' texts you...and your phone is face up on the table...@Yourfuckbo…
0,When you finally catch the mutha fucka getting all your favorite IG accounts deleted https://t.co/bfRTpRrwTN
1,Ill kill the bitch (chloe) when your not home — Idgaf if you’re kidding bitch I’ll report your ass ... https://t.co/GlBx3SroY0
0,@RobertGBeckel Bobbys a little butt hurt today. Go have a drink and STFU you are the a**hole. I've lost all respect for you. I used to think you spoke real
0,When you're lurking on your ex's social media accounts https://t.co/QnIAYihjcf
1,"Big game today, jets gang bitch hoe"
1,@SlutMagn3t Wow!! Never seen a woman juggle a big cock like that
1,I'm just tweetin ion want no hoes why you dm'n me lil whore 😂💀
0,When your phone goes dry for more than 2 1/2 minutes https://t.co/SY8xAFCtUU
0,@JackBMontgomery Some stupid cunt blogger on Skynews earlier. Said if we are to prevent more Weinstein's we need 'l… https://t.co/MSEIkp8vs0
1,Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore
0,How much RAM do you need? It’s probably less than you think #graphicdesign https://t.co/VvpoFzNTjF
0,When cuffin season is finally over https://t.co/qQ9lMPGlWT
0,"I have called more men the word 'cunt' than I have women, because in my experience more men are cunts than women are"
0,When I see men wearing skinny jeans https://t.co/3gDIj1W7Ze
0,I've done the same.. If I'm already getting pussy why would I wanna fuck my female friends? Not every hole is a goal honestly.. Honestly.. https://t.co/oWIPfK4xe2
1,Women bleed so much because God realized he made a mistake and is trying to kill them. Right|
0,When you're chillin and the Thai food kicks in https://t.co/OvH3nWTrir
1,Only bitch ass fuckers rape women
1,@JudgeJeanine YOU MEXI SHITMOUTH UGLY A** BI**H GO FUCK A DEAD DOG YOU TRANNY WHORE CUNT REDSKIN PEICE OF SHIT LEAVE AMER TO AMER WHORE
0,When it's @NorthWitch69 birthday https://t.co/BUNVqAfIEk
1,@tinaokore But you are one if the concubines whose reasoning capacities are embedded in your cunt
0,@OgbeideSmith Agriculture for one. Services and manufacturing too...do you live in a hole?
0,I hate Billie &; Christy hoe asses. The most annoying &; stupid people on the show
1,How can a bitch fuck with a man who has a girlfriend .. A PREGNANT GIRLFRIEND LMAO fucking hoes
1,@whitneyrawlins we have the same bday... You should let me fuck your brains out and treat you like a cum dumpster on that day... #Bdaygoals
0,"If you don't love and hate me at the same time, then we probably aren't really friends"
0,2009 Weinstein refers to the rape of 13 year old girl as 'so-called crime'. https://t.co/wpuGDIRdAz
1,RT @ErrBodyLuvsCris: Because some women are stupid https://t.co/NiGSDKjqQM
1,@chaeltz07 i've seen this skank thot basic bitch IG trash before. Her videos are the worst. Such a prostitute
1,@RRyan012 You are the sloppy queen of sucking cock
1,@CNN Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton
0,“ go talk to your side hoes “ first of all you are the side ho 😂😂😂
0,When you're daydreaming about the dick you're gonna get later https://t.co/J7N9GWdakh
0,@TheOfficerTatum Of course not all men!!! That's not the problem! Women don't stop being abused by creeps just beca… https://t.co/jWQILCnlA2
0,I've always wanted head from a girl with a tongue ring.
0,Pokemon Gooooooo fuck yourself
0,QUESTION: Should 'Refugees' Who Break The Law & Rape Women Be Deported Immediately? https://t.co/RPSK4iw30C vía @Doug_Giles
1,I don’t want no nigga wit a bitch or fucking multiple hoes I love my health
0,"You're derailing the point. This isn't about ya'll. We KNOW not all men, but EVERY WOMAN can say that it has happen… https://t.co/u6trpXLx5j"
0,RT @grlsthinkimfuny: When u act interested in a story but really ur thinkin about how u ordered pizza an hour ago and it still ain't here h…
1,U nothing but another pussy hole bitch get used to it
0,When she's a squirter but you bout that life https://t.co/MR1j6nJBFO
0,I swear to gawd if I see one more “not all men” etc shit when a woman is killed by a man and y’all don’t hold people accountable I’m fightin
0,'I don't usually do this' https://t.co/EtH66PckNk
0,If someone got body and dick..... but not the face.... would you dub them?
1,"Hoes swear a nigga switch up when he up, naw bitch we just remember all the spiteful hoe shit you was on, fuck on."
0,@am_miron Having period while pregnant first month didn't help with the diagnostic either:))))everyone though this is a hysterical woman :))
1,"If you've ever mentioned me to your therapist, give her my number, she probably wants to try out the dick that ruined you too"
0,"@TheHub_87 ...hits you with the “NOT ALL MEN!” OF COURSE there were coflicted Christians, but those who self -ident… https://t.co/pNzvSXAcS5"
0,"@realDonaldTrump Many more are talking about impeachment. Many, Many more. In case you forgot. Collusion, rape, obstruction of justice, profiteering. Losing."
1,"“Why don’t you want kids? Every women should want kids!” First of all, bitch, not w this president and our economy"
1,@bad__TEMPER girls are attention whores #WomenSuck
1,charli: fuck you bitch charli: omg why am i so extra wjahjaaj
1,Naw you can’t ride my wave hoe but you can ride this Dick🗣
1,It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters
0,Remind me what I pay NI for. And what the fuck have you done with our money cunt? https://t.co/OGyzE5SxrO
0,@SuzikinsSays @HawksGal_ Nyour obsessed cuz there is nothing wrong with you stupid skank. You’ve been warned for last time you shall suffer
1,Hoes in the city so recycled you just a rerock lil whore
0,"@billboard Bitch, leave. You're insulting women right now. Guess what, you're not a real man by any means, so STFU, ugly bully 😠"
1,"I don't catch feelings, I don't catch flights, but I do catch dudes slippin and fuck their girls"
1,No one fucking assumes rape is gonna happen you stupid lil bitch https://t.co/a2ZhqIX9Hi
0,"“I know you liked how that pussy taste” First of all, I don’t have tastebuds bitch"
0,@midhatkidwai @slavish @polysmind what is the name of the hole from where your shit?? dou you shit from your brain?… https://t.co/wWsASwAiH3
0,@JstBelowTweetz ROBBIE ROTTEN IS NOT STUPID YOU CUNT
1,Double standards for females in this world is outta control....next older bitch fuck me I'm screaming out rape Idc 😂😂😭💯
0,@SecondCaptains nice new signage. Are you not concerned by Beatlemania -style hysterical crowds crongregating on you… https://t.co/BQ7EK4hNyN
0,"My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance"
0,Her- I have a man Me- https://t.co/m1U02Zx5kM
1,Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!
1,You and your girlfriend can easily eat my ass bitch.
0,"When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh"
1,Niggas Might Want You But You A Regular Bitch To Me
1,"@devhowellll Taylor Swift is an untalented skank who can't sing, knows 3 guitar chords, and has an Adams apple #WomenSuck"
0,@jrosejunior1975 You toxic skank Becky! https://t.co/c7v83g5XP7
0,When she thinks she won the argument but you tell her 'hold TF up' then flip the whole thing on her ass https://t.co/PBAOxfOdiA
1,6th This cunt Some poor woman carried a bairn for 9 months for it to pop out an end up doin this shite… https://t.co/dnWbCAUbIA
0,Iran: Justice needed for rape &; murder of 7-yr-old girl but executing the 17-yr-old boy convicted doesn't deliver it https://t.co/OOtdDUnpmA
1,@Corter_back no I said hope. I hope you women learn your place! #SitDownInTheKitchen
1,Any woman that likes me is a bitch. All women are bitches.
0,@faceless you made it kunt https://t.co/0IR8x2DN5q
0,http://t.co/DapbomSQnA A monthly blog about men of action for men's rights. Use your RSS feed to receive it. #Sunrise #padres #bitcoin
0,lmao as if this cunt gives a fuck about women with anxiety https://t.co/T2soHcAF4u
0,Ain't that the truth https://t.co/M21cQHhrht
0,Someone's grandmother out here tryna get shot TF up https://t.co/htUQK6GnJR
1,Maybe most women generally get along with each other really well because we don't have to deal with weird ass bitch… https://t.co/uyoCWMgGrV
1,@jezzellll then why tho?? u damn stupid hoe 😂
1,"So many sluts texted Stephen when we got Lionel 'our cats look the same!' Bitch 95% of house cats in the US are domestics, stay in your lane"
0,If ye don't skank abit of bass hunter you're a cunt and should block me x
0,"When she says 'stick it in my ass and fill me up, daddy' https://t.co/n40Op5QSf9"
1,"sometimes i wish we weren't cousins cs ur a bitch butttt i love u whore, you're only young once but immature for a… https://t.co/6vjPZnNbKI"
1,"STOP SMELLING THOSE SANDWINCHES YOU HIDEOUS COCK, SHE'S ESCAPING TO THE SIDE"
1,PREYING ON WOMEN IS A BITCH TENDENCY ‼️🗣
0,@Vaughan1878 @keef1985_ I just posted the original but nice try
0,Last time I DM you https://t.co/sE1wOFe3TW
1,@robbysoave @benshapiro @ENBrown Hmmm....do women like to be stuffed in every hole and paid ... ?😕
0,When your ex leaves her shoes at your place https://t.co/92M3UlnysJ
0,@unpyro @CODesports_News @FaZeClan Bitch idgaf I’m not in school dumb lil whore I use what the fuck I wanna use
1,Good pussy never comes from a bad bitch... 😒 https://t.co/Q1DSNN42N5
1,"@Angeleyez_17 @beelvia @SenSanders Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa… https://t.co/cLpUl32uDP"
0,@SureshChavhanke @ArvindKejriwal Hahahahahaha we watch your shows specially.. We Salute you patriot.. n lv u a lot.. Ram-Ram
