label,text
0,@gvrchandra You can blame autocorrect. Jai Shri Ram.
0,When she says she only dates black guys https://t.co/sRVduKYg6L
0,"Thing is, many women hate seeing Dr’s, me included. Often seen as hysterical, stressed or overreacting. Patted on the head, given a pill 3/"
0,"@rgay Thank you for this article, truly. Those “not all men” comments below it... I don’t know how you keep your sanity."
1,You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾
0,"@hansmollman ah, describing women as hysterical, how innovative, original, striking"
0,@papa_butler Every time there’s a new girl going thru my Facebook photos I have to explain that I’m not some kinda pimp 😂
1,Never send a hand to do a mouth's job #WomenSuck
0,This is how you support women. 'Not all men' doesn't cut it. Be better. https://t.co/hv2GPN1lmb
1,@Tuckedofftae No bitch this girl annoying
1,"Anti-feminist sign..... ('WOMEN' you want to deny men their balls/gender , here is a sign made by Men in response!) http://t.co/pyZ5vlhXhz"
1,🤤I need a bitch thats gon pay all my bills I don’t like broke women 🤢🚮😷🚮🤧
0,"I understand women are frustrated with rape culture but not all men are pieces of shit , we may cheat but some of us have daughters"
1,Is it rape if you stick your finger in a bootyhole when they sleep?
0,When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC
0,"@kaykay924 That's exactly right! Bitch boy sean is no better than she is, they're both all for the views and subs. 2 drama whores!"
0,"@comcast, you fucking suck a giant donkey cock. Get your shit together. No excuse for sudden 3am outages you fucks!"
0,RT @asianwasted: I'm crying over the @YesAllMenBitch tweets 😂😂😂
0,"You didn't have a choice, that things never comin off https://t.co/3N1gc1S0e7"
1,"Boo, you sweaty whore"
0,"People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam"
0,Shit the dick make you smoke lmao
0,@NotAllAboutU Bottom line is you are a paid fake account coming to the support of a rape enabler. Pretty sick.
1,@grxmd I dont think this fat whore could even get sex from rape.
1,Ancient women of Greece would withhold sexual pleasure from men to end wars 2017: Modern women make mixtapes for what they do for the dick
1,@Gregco5088 This cunt? Probably blames women for getting raped
0,When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol
0,"@cocksailor I mean some of you share with some men. Not me, of course. #NotAllWomen #NotAllMen"
0,As long as the position is on all fours who cares https://t.co/gexQ2S0N1p
0,Restrained sub skank gets pussy punishment https://t.co/JlvKKrKL33
1,"Today my daughter got her period. I guess It's time to throw her away and get a new one, right? LOL Fuck her, stupid bitch kid. I hate my !!"
1,When people hear your name it's all some crazy thot nasty bitch Whore shit
0,Introvert level expert https://t.co/FPiS5O6fNV
0,Fuck yeah kunt! Love you my dawg! 😈 https://t.co/uue0ZzQhab
1,@siggyflicker Your a crack whore look in the mirror complete trash you are you make women yourself and the great s… https://t.co/e0IKyMqKnt
1,This fat bitch be really trying it when it comes to my kids i just wanna drag that fat whore
1,Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch
1,@France4Hillary I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o… https://t.co/1bTZrSbiCL
1,bitch you're a grown ass women https://t.co/77DNSI4m9e
1,Sometimes you just gotta say fuck it and let a mutha fucka know you wanna have sex to their face
0,When you finally get what you deserve https://t.co/1QWuExw4jL
1,@lindifferent @solangeknowles @vincestaples Bitch shut cho emo ass up before I rape you
0,Talent- Knowing when to stroll away and not look back
1,@AndyBenjes6 don't waist your time. Girls are all selfish bitches #WomenSuck
0,Just want to say thank you to @kobebryant and @Duke_MLAX for their great work in the past #inspiration
0,Little brother just told me to fuck off and I'm a bitch.. well it's ya bday next week Hun I'm just gonna send ur present back lil cunt x👋🏻
1,"'A girl can only be a slut, a bitch, a tease, or the virgin next door.' #QOTD #Horror https://t.co/eBbWXTWM7m https://t.co/vMkUabypFH"
1,"Whatever hoe it is, it is still a hoe. And yu r still a WHORE https://t.co/6neLNmH3j1"
0,@2SatanSatire @CogGrinder @N4tTurner Welp I think you said the correct thing. Though now he's protected his tweets. What a fuckin cunt.
0,When your friend won't stop talking about their ex https://t.co/nT5HqU6NMW
1,HOW ABOUT YOUR CRIMES BILLS LOSING LICENSE OVER RAPES & SEX IN CLINTON WHORE HOUSE BRIBES MOSCOW KICKBACKS WOULDN'T MATTER WE WANTED TRUMP!!
0,When your girl been drinkin that lemonade so you gotta disguise yourself and get the fuck outta town https://t.co/oMDlqz2r6S
0,Weekends vs weekdays https://t.co/NiyxydWuCT
1,It snowing. You ladies better start shoveling! #EqualRights #WomenSuck
1,@Liv_Fancy I call them a whale ass hoe? I was told bc everyone envies skinny women https://t.co/272zH3ilKt
1,"Ladies, Before you request a dick pic, you must send a nude first. Be mindful."
0,MOVE YOUR BODY LIKE YOU DO * Feat. SLAP DAT BITCHIN SLAG: https://t.co/x2Rjuw0Hzp via @YouTube
0,Me flirting- So how many filters you got on that thang
1,@totallyciara YES YOU DO GO TO BED HOE
0,"@aliceharg I’m pretty sure it’s me, says Tom right there you dumb cunt"
1,@FoxNews @TomiLahren @nbc Her husband hardly raped a woman his affair was consensual not fucking rape you stupid stupid girl @TomiLahren
0,The 2016 savage award goes to this man https://t.co/FFa6Fw9y3r
1,Stop totaling cars and get back to the kitchen #WomenSuck
1,And you all call me a slut. Ha not when close compared to that slut!
0,everyone calls elly a slut or whore but where in the hell is the evidence ?
1,"#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef."
1,This bitch out here settin up dick appointments and your lame ass can't even get a text back https://t.co/a42yzUSTCY
1,"If your girl ends it with you, don't be upset. It's not your fault. She's just a dumb sloot #WomenSuck"
0,Roster reconfiguration season is coming up
0,The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts
1,When you're checking to see if the pussy is safe to eat https://t.co/tpK43K1cIq
0,When you're up till 5am but had to be to work by 8:30 https://t.co/SZcNg2v3V3
1,@DailyMailCeleb Have a thought for the women that sick cunt raped #WoodyAllen you dumb cunt
0,I like chilling with women that like women that like men that don’t act like bitch ass niggas
0,@Alyssa_Milano Please take it to the streets Alyssa! I’d love to see you take action as opposed to running your skank D -List mouth!
0,@dougchaplin Doug why don’t you concentrate on speaking out about those who commit sexual assault and rape instead… https://t.co/vcdTzFb21K
1,dumbass: why don't women come forward about sexual assault? [women come forward] dumbass: WHORE! LIAR! WHAT WERE YOU WEARING? YOU PROBABLY ASKED FOR IT! dumbass: just don't understand why women don't come forward?
1,"This bitch always want us to do work that ain’t even for a grade. Hoe, a bitch don’t do this for our health."
0,I like to play a game called 'what idiots that I can't stand is FB gonna suggest I friend today'
1,i bet everyone is like damn this bitch stupid she was proposed to and she keeps calling nicky her gf not her fiance
1,"@AnimeFemsplainr All women deserve an opinion and have the right to, you on the other hand my dear are a cunt who d… https://t.co/f66e68hLQq"
0,why do people get so offended that not all men have a penis and not all women have a vagina?
0,"There are some notorious notallmen -ers on my timeline. They completely dismiss everything women complain about because, not all men."
1,Especially old women who can't shut their pie hole.
1,"I miss u bUT ALSO FUCK U, CUNT WHORE BITCH"
0,"Me- what do you bring to the table? Her- I am the table Me- good lemme rest my feet on you, dumbass... See how dumb you sound?"
0,@NetNobody @KEEMSTAR @SocialRepose Hes a aunt bunt *CUNT* dunt eunt funt gunt hunt iunt junt kunt lunt munt nunt ou… https://t.co/KsKA0zrw3T
1,Good bitch I’m glad u got dumped he is never coming back to your life dumb bitch you a hoe
1,Why hasn't a female been to the moon? Because it hasn't needed cleaning yet!
0,You don't know me yet you hate me and that's cool... But guess what.. I don't hate you cause I would never waste my energy on a stranger
0,I have an organic protein shake for you 😘 https://t.co/p1M4ngnWB2
1,@PhotoGear_News @danielpetersdop @Maria_Sergejeva @lokcheung Three I think. With that hysterical Girl aka Model. I… https://t.co/UzW6cliMGO
0,@HanSimpkin Wait till you've got gin tomorrow you won't have it then cock
1,"Once upon a time I knew a woman that didn't suck.... Just kidding, no I didn't...."
0,All of a sudden the guy went hysterical because he thought that the girl is assuming that something’s going on between the both of them.
0,THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against @NFFC! Full details 👉 https://t.co/nH0lO6Ref3 #dcfcfans https://t.co/eEhAU4XrE1
0,@ErikTheYordle they give you a gun USE THE GUN TO SPOOK THE SPOOKERS WITH LEAD TO THE DICK
1,Lemme give you some dick and help you thru it https://t.co/EhKjoN5zQs
1,"Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏 https://t.co/qdevjpSIfV"
0,@V_Bottoms @plumperpass I hope you love monster cock
0,@CHUBZZZ__ Couldn't agree more! Thanks for supporting our cause. Check out our account and DM for info about upcoming events #MaleDomination
1,fuckin not even a cup like fuckin negative d cup whore flat chested bitch
0,When you got a sugar daddy and went from rags to riches https://t.co/9Q30wnbbhH
1,And HE HAD ANOTHER GIRL WITH HIM bitch she was shook https://t.co/eesqEv93gn
1,"' I'm a classy bitch. ' First of all, you are a tranny street whore who jerks off 19 y/o s off for money in Krishna Nagar during nights."
0,"Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat"
0,@DADDY_SLUT76 Mhmmm. I bet your fingers are curled inside you Mr little cunt now...mhmmm fuck it for me now.
1,When you eat the wrong bitches ass https://t.co/vcyGyLuZ9i
0,"@YaThinkN Noely I see you've become hysterical since I last saw you. Don't blam you one bit, you're in Qld right?"
1,@bea14_x @KSIOlajidebt Oh wow what a ugly skank you are
1,@jbouie This is a corollary of women being “hysterical” “sensitive” “bitches” when they disagree with men.
0,@SunnyAnderson But we do need to teach our boys to Respect and Protect our women not harass rape beat and belittle them
0,@Marinosepass I say you hate women because you call me a tranny cunt constantly
0,"@Mikedp999 @ThomasEWoods If you aren't aware that historically, women haven't been discredited for being hysterical… https://t.co/LMaDap93YG"
1,@ssbSnakeee @FS_Frozen Idc if I’m the last or first. I’m tired of seeing you complain and bitch and that whole rape… https://t.co/Lev8OL6Ka3
0,@Mike_Fox01 Where's a massive sink hole when you need one?
0,@bwadelvis3232 @curtiswoodhous8 Curt you slag stones off constantly 😂
1,@SAMeherebr0 you probably ruined all yours. Considering you're a woman
0,"Don’t you dare call a woman a hoe in front of me, I didn’t spend all this time hoeing to not get my credit! Foh!"
1,"@IvankaTrump Go away skank. Go back to Pluto, or wherever in hell you came from. #AlertTheDayCareStaff #FlushTheToilet"
1,these cunt whore are lickers are all army & their family if they get a female they all gang bang her ' whore all... https://t.co/fWNzj0b7Yf
0,This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left
0,"I wanna care sometimes, but this 'fuck it, who cares' attitude is too strong"
1,"When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they want."
0,Life's too short to be giving people second chances
0,@grape_smasher Cause you a pimp and pimps forget
0,It is a glorious life that I lead https://t.co/FoFKtBEElV
1,@JackPosobiec You Stupid Wanna Be Bitch Go Back To Your Hole
1,Wow they tried to give me a FEMALE DOCTOR TODAY. I didn't even know those EXISTEd...
0,And the a&&hole Bannon thinks we are all stupid https://t.co/cITcb3d4We
1,"Girls that send me dirty snaps, DMs and texts, keeping my cock hard all day, is the reason I love my life. Thanks, ya dirty lil sluts"
0,"@timothynjoya This is about integrity. It is not about parties or candidates. Would you permit rape, if perpetrated by a political side?"
0,@PyrocynicalVEVO Upload you skank
0,But bitch hey they look so good @pledis_17 let me be your slut
0,If you gotta rape a female to get pussy you really should just die
0,"I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!"
1,Young bitch getter cuff ya hoe before I take ha
0,Snapchat updates their app and it becomes amazing.. Instagram updates their app and it goes to complete fucking shit https://t.co/WhEbXuF66v
1,What do you call a woman who has lost 95% of her intelligence? Divorced
1,If you still have your seXXXy Halloween pic as your profile photo you're actually a full time all year round slut
0,@AMSTechGuy Are you really serious with this guy? He spews vile things towards women and now he plays victim? Hysterical.
0,"'not all men' yeah you're right, jim hopper, an amazing selfless man who who took care of 13 year old powerful girl would NEVER do this"
0,I didn’t realize girls who wear huge bows in their hair called other women “cunt”. “Northern Bell’s” must be bred t… https://t.co/gSnQECCSY1
0,Beards... Getting ugly guys laid since the trend of 2015... https://t.co/isvQOAYqa5
0,Her- can I stay the night? Me- https://t.co/ubfqKLaZcg
1, 'Foster mum saying 'European women are stupid alcoholics' is the basic attitude of her culture's numerous rape gangs https://t.co/UvqQTs0tPg
0,"@WhoopiGoldberg When Roman Polanski drugged, raped and sodomized a 13 year old girl it wasnt 'rape, rape' right Whoppi? https://t.co/fmsGHPUZPh"
1,For an anon calling me a “whore” you should look at yourself first. If you want to call me a “whore” take... https://t.co/2zdADVWWsH
0,Ahhh my cousin's fetus doesn't have a dick and I want to rant about gender reveals but I've also been the youngest girl cousin for 29 years.
0,It's so annoying how people believe that the husband can rape the wife. She doesnt want sex at that time you should understand not force her
0,"Angie sure showed me. Fucking cunt, and bitch ass haters from the past. But when i was hit it was by 3 men......."
1,Last night I had this women tell me and my friends that if we pay her we can fuck her and her husband who has a big black dick 😐
0,Guys cheat and are tried and hanged. Women cheat and its somehow their guys fault.
1,rubbing cock on face woman with three tits
1,Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣
0,Male logic is a woman should get life for accusing a man of rape but an actual rapist shouldn't
0,"But the plant gets devoured by the animal, and the animal devoured by us, because nature, rather like I spoke of women before, is a cunt."
0,@AngryBlackLady Always glad to see when a revolution hinges on calling women hysterical and needing medication to a… https://t.co/aF6q1jwUYu
0,"Not all men? True. But you wouldn't play Russian roulette either, but you're asking women to do exactly that. Trust has to be earned. #MeToo"
1,@HugginsDanna Wanna pull up this bitch panties rape her ass while she’s shouting trying to run away and finally I d… https://t.co/YjDLUie6fe
0,@Games_And_Yells @themadmetalman @HarlequinsHH You're lying you skank! Don't make me start a cat fight with you!
0,You know you're doing something right when you got haters ✌🏼 https://t.co/rDsQVf1Ram
1,@RepWilson How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear
0,When was the last time you tried to squeeze through a 10cm hole? https://t.co/Np4QpODN3P
1,LMAO BITCH I DID DROP YOU. And I'm texting 5 other niggas too 😭 you're not special whore https://t.co/0VOfGAvI0k
0,"@sugayiffer Buy more RAM, girl :P"
1,Cunt and demon bitch Betsy Devos is an evil evil antichrist lying warlock for oil and money https://t.co/bqFF5uPj4C
1,Darla you trifling skank! #QueenSugar
0,@m_poncho Useless stupid cunt furious
1,even my dreams cock block me like i killed and save this bitch 100 times just to die and start again bitch this aint mario smd
1,'I don't want to be like the jealous girlfriend who won't let you have friends' bitch you have to be my girlfriend first
0,"I wish kids were like cars... Once you can't afford them, they come and repossess them"
1,Soccer players go down more than my bitch on my dick
0,"In America, only 7% of rapists are convicted. It's about power - men want to know they can rape, harass, abuse any woman &amp; get away with it."
0,When your finger fuck game strong AF https://t.co/g31LtazlTq
0,Me trying to flirt- https://t.co/y03LARU8S9
0,Egyptian men will soon be fighting for men's rights. #FlawlessRemix #oomf #NFL #NBA #MLB #Cairo http://t.co/6n4V9kBtya
0,When you're on a first date and they're already too clingy and touchy feely https://t.co/A5eReObkAr
0,People love it when you tell them about themselves.... Just because the truth hurts like a bitch doesn't mean you have to act like one
0,"Brilliant, stone a woman after rape, there is no scandal. https://t.co/tzvGXBpDnZ"
1,"' A HOE does ANYthing for ANY man, A FREAK does ANYthing for HER man, and A WOMAN does ANYthing for ONE man!'"
1,Maybe if women want to stop being seen as inferior to men they should stop acting inferior to us!^
0,One of my coworkers just left a 3 minute voicemail on my phone singing saying life's a bitch life's a whore ( YT pi… https://t.co/XQHQsaJ9SU
0,Y’all this girl I don’t know tryna tell me my body count & it’s hysterical
0,@ShubhamGhante @PLAYERUNKNOWN @steam_games *doesn't render for you. Just in: If you buy faster RAM (2400MHz or over) it loads buildings in a fraction of a second.
1,@CookieeMs You are the dumbest bitch I've seen.. I'll rape you and I'll Tell you to man up afterwords how would u feel after that?
0,When it's April fools but this isn't a joke https://t.co/qVpM8KDhZu
1,When your girl's accusing you of cheating so you let your side bitch listen https://t.co/okWmDFnYtK
0,Watching kids grow up is fun... When they're not yours
0,When you're acting like you have your life together but you really have no clue what the fuck is going on https://t.co/clRmdy8eI4
0,I wish I was just as fascinated with important things in life as I am with those 360 degree videos on FB when I'm high
0,@BBCRadio4 the media show is hysterical. Journalist ' Women can be predators too' Presenter - 'isn't that blaming the victim?' Emmmmmmm no
1,When she's being a huge cunt https://t.co/mG4JxqahyP
0,"This Girl Got Rape Threats On Facebook, What She Did Next Will Inspire Everyone! https://t.co/3XCE7FalkB"
1,"Your girl is a hoe, you need to let go She fucked a... — You sent this a few months ago. I just now got to i... https://t.co/cvnV1f6fcF"
1,@clairlemon @AnthonydByrne22 I myself have had quite enough of hysterical and damaged and fearful women claiming to speak for all womankind.
1,Bitches are annoying you still letting him fuck u whore and he don’t fw you quit flexin on here
0,You couldn’t possibly value a girl if you still refer to women as “bitch” 😒
1,I hate it when waitresses call me 'sir'... Like yeah bitch that's what I wanted with my lunch... A hard fuckin dick
1,Wonder why some women get hysterical here. Climacteric is understandable but social networking surely ain’t a pageant to perform.
0,Wonder how insecure you have to be to tweet #NotAllMen 👀👀👀
0,@RodBoydILM Moynihan was hysterical after a few cocktails. The crook to character ratio is all out of whack. You se… https://t.co/Kke5WiMmAw
0,"Doing an even bigger eyeroll at the 'famous' TW tweeting their sick little pornified rape fantasies, we see you dude ... NO WOMAN says that"
1,"@RepWilson <<<<< this stupid cunt, misspelled the name of the woman for whom she's so concerned."
1,these hoes done called me kelly jr bitch fuck them 😩😂😂😂
0,How retarded must you be to have a skank shave your legs 🤦🏻‍♀️ #jeremykyle
0,@LADFLEG @jandraderocha Although if you slag Muslims off ..you're probably get a knock at the door
0,Not all men cheat. Not all women cheat. It’s equal now move tf and get over it 🙄
1,IS there a thing in the constituion about women shutting the hell up? COME ON! #shutthehellupwomen..
1,This town is going to change all right those old cunt bitches are right about that but they're not going to see the benefit of it
0,Idk who these things are or why they're popular all of the sudden... And that's my meme about that https://t.co/qpznqPh5rT
0,"Cressida Dick: A Profile Here, we profile the woman who is heading up the capital's police forc .. https://t.co/F7cCJ7zXHu"
